0.587
0.649
0.285
0.541
0.699
0.559
0.481
0.633
0.678
0.423
0.697
0.473
0.521
0.305
0.438
0.457
0.134
0.168
0.158
0.134
0.166
0
0
0
0.173
0
0
0
0
0.046
0
0.219
0.112
0.091
