0.83622,-0.32827,-0.57495,0.22769,-0.59999,-0.71305,0.151975,0.249267,0.003593,-0.007857,1864.96,372.6651,1.51438,-0.0009,-499.431231,1.85882,110.110667,115.057,37.399,100.082,-0.30689,-0.00902,-0.29787,0.84075,-0.01824,0.054203,1.154694,1.98817,1.98732,-0.57774,-0.57994,0.2119,0.20927,0.026221,0.020873,-0.011914,-0.962202,0.306113,0.167352,95.76549677
0.83465,-0.3303,-0.57514,0.22955,-0.59404,-0.71264,0.211141,0.309863,-0.006979,-0.006251,1868.33,374.7568,1.51567,0.00039,-836.520378,2.966313,123.985,120.485,49.816,121.736,-0.32762,-0.01823,-0.30939,0.82729,0.00138,0.103367,1.80691,1.98782,1.98727,-0.58787,-0.59022,0.21394,0.21247,0.025074,0.022201,-0.007985,-0.906195,0.325772,0.172829,95.80115617
0.86259,-0.33703,-0.57536,0.22718,-0.60754,-0.71866,0.166253,0.225519,0.007135,-0.010178,1864.12,393.3957,1.51449,-0.00079,-730.473777,1.872607,186.957333,169.079,56.376,124.337,-0.28171,-0.01523,-0.26648,0.85433,-0.04103,0.037395,1.101394,1.98818,1.98733,-0.33126,-0.58043,0.21203,0.20868,0.017223,0.023868,-0.018339,-0.968036,0.298535,0.186587,95.70695694
0.89032,-0.32179,-0.58193,0.22346,-0.621,-0.72306,0.085564,0.198563,0.0103,-0.009002,1863.45,386.1811,1.51409,-0.00119,-656.667387,2.065518,161.757,189.606,58.32,128.35,-0.29432,-0.00936,-0.28496,0.85775,-0.08176,0.026892,1.47173,1.98826,1.98732,-0.57739,-0.58502,0.21158,0.20801,0.01928,0.022192,-0.015525,-0.995987,0.288163,0.189547,95.70343366
0.83506,-0.32786,-0.57538,0.22927,-0.59629,-0.71174,0.149867,0.362738,-0.00335,-0.007919,1866.57,383.6422,1.51531,3E-05,-3073.075658,1.315955,133.196,109.562,41.622,109.889,-0.30371,-0.01146,-0.29225,0.82977,0.00113,0.094874,1.115382,1.98789,1.98725,-0.5837,-0.58581,0.21357,0.21138,0.023463,0.022737,-0.008629,-0.952747,0.318233,0.154719,95.82001641
0.83699,-0.32918,-0.5886,0.23352,-0.60827,-0.70366,0.110218,0.345464,-0.003669,-0.013612,1855.9,356.6853,1.51555,0.00027,-843.804501,2.206402,196.252333,176.612,62.523,133.677,-0.316,-0.04208,-0.27392,1.01504,-0.03497,0.041702,1.294011,1.98791,1.98658,-0.58183,-0.76254,0.21773,0.21438,0.011884,0.025712,-0.002649,-0.971296,0.293887,0.186944,95.70682884
0.83654,-0.32767,-0.57483,0.22781,-0.6005,-0.71323,0.33351,0.239709,0.003473,-0.008126,1863.73,376.2673,1.51424,-0.00104,-538.742192,2.185816,123.429333,132.828,41.519,105.126,-0.29919,-0.00972,-0.28947,0.83514,-0.00888,0.079319,1.080554,1.98821,1.9873,-0.5762,-0.57836,0.2124,0.20868,0.025599,0.020341,-0.013789,-0.973061,0.295438,0.159262,95.78530756
0.83443,-0.32534,-0.57591,0.22935,-0.59548,-0.71245,0.188333,0.343415,0.009757,-0.007193,1867.32,385.2478,1.5155,0.00022,-3172.32412,2.035562,133.089667,104.995,44.446,114.388,-0.30677,-0.01365,-0.29312,0.85154,-0.02108,0.020961,1.267987,1.98788,1.98724,-0.58671,-0.58902,0.21388,0.21218,0.022098,0.022487,-0.007307,-0.946644,0.319065,0.157787,95.77240759
0.83525,-0.32739,-0.57515,0.22857,-0.59704,-0.7133,0.154003,0.363227,0.007741,-0.007427,1866.45,381.9001,1.51504,-0.00024,-959.042229,2.087913,126.246667,109.79,41.168,106.994,-0.30276,-0.01205,-0.29071,0.84752,-0.02291,0.032949,1.572658,1.98801,1.98729,-0.58352,-0.58588,0.21334,0.21102,0.022402,0.021765,-0.011359,-0.931052,0.316868,0.166649,95.72726827
0.86064,-0.38017,-0.57673,0.22794,-0.60487,-0.71851,0.158179,0.215572,0.004497,-0.006674,1866.51,385.3004,1.5152,-8E-05,-829.724498,1.285772,186.358,164.525,59.244,128.308,-0.28669,-0.0186,-0.26809,0.78995,0.10906,0.094179,1.008579,1.98804,1.98724,-0.39157,-0.58434,0.21231,0.20971,0.017208,0.023578,-0.015842,-0.99718,0.309462,0.162723,95.70307844
